ccaa.codigo.iso;obs_date;confirmed;hospitalized;uci;death;recovered;ccaa.name;perc_exit;confirmedrecovered;confirmed_estimated
GA;2020-03-26; 2322;  557;  98;  43;   67;Galicia; 39,090909; 2255;  3071,42857
MD;2020-03-26;19243;13580;1312;2412; 5044;Madrid; 32,349785;14199;172285,71429
MC;2020-03-26;  714;  209;  53;  15;   12;Murcia; 55,555556;  702;  1071,42857
NC;2020-03-26; 1641;  732;  75;  58;   70;Navarra; 45,312500; 1571;  4142,85714
PV;2020-03-26; 4601; 2270; 154; 207;  814;País Vasco; 20,274241; 3787; 14785,71429
RI;2020-03-26; 1236;  388;  43;  55;   62;La Rioja; 47,008547; 1174;  3928,57143
AN;2020-03-27; 4277; 2106; 172; 175;  139;Andalucia; 55,732484; 4138; 12500,00000
AR;2020-03-27; 1592;  835; 124;  93;    8;Aragón; 92,079208; 1584;  6642,85714
AS;2020-03-27; 1004;  408;  50;  33;   65;Asturias; 33,673469;  939;  2357,14286
IB;2020-03-27;  862;  283;  59;  26;   80;Islas Baleares; 24,528302;  782;  1857,14286
CN;2020-03-27; 1025;  377;  68;  36;   25;Canarias; 59,016393; 1000;  2571,42857
CB;2020-03-27;  937;  406;  37;  22;   21;Cantabria; 51,162791;  916;  1571,42857
CM;2020-03-27; 4512; 2977; 289; 448;  197;Castilla la Mancha; 69,457364; 4315; 32000,00000
CL;2020-03-27; 4791; 2648; 249; 321;  585;Castilla y León; 35,430464; 4206; 22928,57143
CT;2020-03-27;14263; 9900;1324;1070; 3106;Cataluña; 25,622605;11157; 76428,57143
CE;2020-03-27;   17;    2;   2;   1;    0;Ceuta;100,000000;   17;    71,42857
VC;2020-03-27; 4034; 2606; 348; 234;   92;Valencia; 71,779141; 3942; 16714,28571
EX;2020-03-27; 1394;  312;  40;  88;   49;Extremadura; 64,233577; 1345;  6285,71429
GA;2020-03-27; 2772;  906; 112;  47;   95;Galicia; 33,098592; 2677;  3357,14286
MD;2020-03-27;21520;14211;1404;2757; 6326;Madrid; 30,353407;15194;196928,57143
MC;2020-03-27;  802;  231;  58;  17;   12;Murcia; 58,620690;  790;  1214,28571
NC;2020-03-27; 1829;  827;  84;  70;   98;Navarra; 41,666667; 1731;  5000,00000
PV;2020-03-27; 5136; 2612; 176; 241; 1023;País Vasco; 19,066456; 4113; 17214,28571
RI;2020-03-27; 1436;  458;  43;  65;  364;La Rioja; 15,151515; 1072;  4642,85714
AN;2020-03-28; 4682; 2294; 201; 207;  148;Andalucia; 58,309859; 4534; 14785,71429
AR;2020-03-28; 1858;  835; 124; 104;    8;Aragón; 92,857143; 1850;  7428,57143
AS;2020-03-28; 1088;  466;  57;  41;   76;Asturias; 35,042735; 1012;  2928,57143
